"#1;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;;;;;;
"#20 profiles with 4.3 to 5.0 MWh/a. Source: Hochschule für Technik und Wirtschaft HTW Berlin: ""Repräsentative elektrische Lastprofile für Einfamilienhäuser in Deutschland auf 1-seküdiger Datenbasis"", Datensatz, Berlin, 2015. - DOI 10.13140/RG.2.1.5112.0080";;;;;;;;;;;;;;;;;;;;
"double default(8760,21);;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;;;;;;
0;552.850;477.867;1095.117;256.617;611.767;279.833;683.767;199.733;1591.533;1084.633;298.750;136.317;764.733;343.233;318.567;733.367;142.350;690.283;1615.917;275.000
3600;284.300;354.333;211.650;220.017;463.567;338.617;204.933;194.767;432.350;520.067;157.800;166.250;1201.300;321.833;307.267;515.517;85.767;484.533;1749.667;294.950
7200;191.350;273.867;145.017;249.917;262.783;329.833;239.000;187.867;484.333;729.383;134.933;190.733;411.667;341.617;256.150;525.883;171.100;584.650;3170.033;291.383
10800;331.217;383.783;157.383;233.750;240.367;268.717;242.017;215.050;472.250;205.600;168.767;209.600;328.900;322.083;353.567;539.067;197.450;677.683;419.117;306.750
14400;239.517;305.267;165.433;274.017;239.600;317.433;218.250;180.917;159.367;190.100;186.467;189.350;307.833;333.133;326.200;539.733;210.650;614.583;284.350;308.967
18000;302.633;347.400;111.533;280.650;250.233;275.883;237.450;182.600;238.300;178.183;173.283;140.450;336.450;304.167;350.667;582.317;586.467;531.400;340.833;274.083
21600;247.550;1330.683;75.367;215.533;225.017;361.083;205.717;211.450;357.383;198.350;1088.300;173.783;310.117;348.283;430.533;633.933;249.617;556.433;407.700;342.250
25200;256.633;886.533;149.467;258.867;243.833;389.550;257.283;156.217;1017.083;173.650;452.017;175.650;288.283;299.800;801.483;667.267;1700.933;567.717;273.633;318.233
28800;260.833;1110.633;140.283;214.017;379.983;349.900;2091.633;171.617;678.183;175.417;459.067;366.450;313.567;320.100;990.050;639.100;503.883;856.050;1092.667;494.117
32400;299.283;1383.517;236.633;255.883;392.133;956.717;2281.100;213.317;614.350;898.733;333.067;873.217;949.483;325.633;1231.983;853.267;547.300;1134.983;658.850;352.767
36000;411.433;487.550;888.383;215.300;373.017;1212.750;508.700;155.200;863.067;248.967;367.083;1308.100;1118.383;373.933;1332.817;642.900;734.383;1136.150;749.767;340.800
39600;343.033;1291.133;598.767;255.433;469.733;312.667;653.117;164.667;491.900;600.700;1014.000;1216.150;832.733;335.317;709.050;633.483;622.383;1457.083;1157.383;326.767
43200;516.317;449.400;753.783;214.200;454.917;394.467;637.300;207.550;531.050;565.333;1263.533;477.350;1701.883;320.783;761.617;607.483;456.500;1166.317;1271.200;328.783
46800;678.817;645.883;672.783;238.217;670.883;463.867;687.333;167.300;737.583;663.750;1295.417;488.017;1566.717;295.000;1143.350;966.183;1032.233;1038.517;1117.717;402.417
50400;1183.467;1186.817;698.683;240.950;604.483;765.067;798.000;159.433;620.533;752.183;495.583;564.550;800.583;332.900;892.533;811.083;1033.233;1993.250;1176.300;656.717
54000;1905.517;791.783;650.167;264.383;602.100;676.600;2479.400;228.217;644.767;1163.617;1237.167;606.783;718.200;339.267;802.583;620.483;1717.717;1628.467;929.800;1763.800
57600;1061.333;614.200;875.600;279.700;1072.200;408.833;1685.750;186.300;656.933;2081.567;1683.467;823.300;771.083;323.267;982.800;554.533;904.633;923.733;849.117;1317.383
61200;915.917;708.533;587.483;268.133;894.267;526.017;905.717;174.550;705.167;1296.817;892.767;2381.900;1216.917;285.567;845.750;785.367;1120.867;876.350;1726.300;1162.200
64800;1399.150;1581.100;869.900;279.783;505.050;1068.233;1136.533;206.317;543.800;1564.483;753.900;1754.233;813.350;301.933;791.967;744.617;795.300;999.083;2365.700;730.817
68400;1295.833;1554.483;1273.717;269.550;561.883;434.183;736.067;205.600;507.317;1866.967;706.000;644.967;567.833;293.833;611.333;1167.600;725.550;811.300;1882.533;683.583
72000;565.333;934.233;1681.017;274.650;397.217;371.417;678.817;186.567;725.283;831.150;508.717;625.883;588.800;307.017;616.283;1595.617;685.067;731.733;1406.783;604.917
